Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,time unit,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
271,3,Past surgical history,Have you undergone any of the following surgical procedures (Check all that apply) ? If yes please tell us how it has helped the situation and when the procedure was performed. ,procedure_name,Onset_date,10,multiple choice,Procedure that changes the opening of my nostrils,rhinoplasty,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
271,3,Past surgical history,Have you undergone any of the following surgical procedures (Check all that apply) ? If yes please tell us how it has helped the situation and when the procedure was performed. ,procedure_name,Onset_date,11,multiple choice,Surgery to change the shape of my nose,rhinoplasty,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
271,3,Past surgical history,Have you undergone any of the following surgical procedures (Check all that apply) ? If yes please tell us how it has helped the situation and when the procedure was performed. ,procedure_name,Onset_date,12,multiple choice,Surgery to correct my nasal septum,septoplasty,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
271,3,Past surgical history,Have you undergone any of the following surgical procedures (Check all that apply) ? If yes please tell us how it has helped the situation and when the procedure was performed. ,procedure_name,Onset_date,13,multiple choice,Procedure to shrink enlarged turbinates ,turbinectomy_or_turbinoplasty,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
271,3,Past surgical history,Have you undergone any of the following surgical procedures (Check all that apply) ? If yes please tell us how it has helped the situation and when the procedure was performed. ,procedure_name,Onset_date,15,multiple choice,Surgery of the uvula for my snoring problems,uvuloplasty,choice_and_datetime,,,resolved**better**no change**worse,resolved better no_change worse,,,,,
271,3,Past surgical history,Have you undergone any of the following surgical procedures (Check all that apply) ? If yes please tell us how it has helped the situation and when the procedure was performed. ,procedure_name,Onset_date,16,multiple choice,None,none,,,,,,,,,,
272,4,Past surgical history,Is there any other surgical procedure that you underwent that we should know?,procedure_name,other,1,,Please describe it here (if none please enter 0): ,,text,,,,,,,,,
273,1,Medication,Are you currently taking any medications ?,medication_and_other_intervention_history,,1,single choice,Yes,,,,,,,,,,,
273,1,Medication,Are you currently taking any medications ?,medication_and_other_intervention_history,,2,single choice,No,,,,,,,,,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,1,multiple choice,Bacterial infection (e.g. sinusitis or tonsillitis  ),antimicrobial_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,2,multiple choice,Viral infection (e.g. herpes or flu or hepatitis C virus),antiviral_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,3,multiple choice,Fungal infection (e.g. fingernail or toenail fungal infection) ,antifungal_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,4,multiple choice,Inflammation ,anti-inflammatory_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,5,multiple choice,Epilepsy,anti-epileptic_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,6,multiple choice,Migraine,antimigraine_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,7,multiple choice,Parkinsons Disease,antiparkinsonian_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,8,multiple choice,Psychiatric condition such as schizophrenia / depression / bipolar disorder/ or sleeping disorders,antipsychotic_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,9,multiple choice,Thyroid disease,antithyroid_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,10,multiple choice,High blood pressure,antihypertensive_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,11,multiple choice,Abnormal rhythms of the heart,antiarrhythmic_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,12,multiple choice,High cholesterol,lipid_lowering_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,13,multiple choice,Cancer,antineoplastic_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,14,multiple choice,Muscle spasticity ,muscle_relaxant_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,15,multiple choice,Nasal congestion ,vasoconstrictor_drugs,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,15,multiple choice,None,none,,,,,,273,1,,,
274,1,Medication,Do you take any medications to treat the following conditions?  (check all that apply),medication_and_other_intervention_history,medication_class,16,multiple choice,Do not know ,do_not_know,,,,,,273,1,,,
275,1,Allergies,Do you have any known allergies?,allergic_status,,1,single choice,Yes,known_allergies,,,,,,,,,,
275,1,Allergies,Do you have any known allergies?,allergic_status,,2,single choice,No,no_known_allergies,,,,,,,,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,1,multiple choice,Insect,insects,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,2,multiple choice,Pollen,pollens,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,3,multiple choice,Food,food,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,4,multiple choice,Animal,animals,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,5,multiple choice,Mold,mold,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,6,multiple choice,Medication,drugs,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
276,1,Allergies,What are you allergic to? For each allergy what is the most severe and characteristic symptom?  (check all the apply),allergic_reaction,,7,multiple choice,Other,other,choice,,,Abdominal cramps**Mouth swelling** Red eyes**Cough**Diarrhea**Taste disturbance**Shortness of breath**Watery eye**Facial skin redness or sensation of heat**Headache**Loss of consciousness**nausea**Itchiness**Chocking**throat clearing**Hives**uterine cramps**wheezing while breathing**nasal congestion**Runny nose**Skin rash**None**,abdominal_cramps angioedema_oral_cavity conjunctival_erythema cough diahrrea dysgeusia dyspnea epiphora flushing_or_sensation_of_heat_or_warmth headache loss_of_consciousness nausea prurit stridor throat_clearing urticaria uterine_cramps wheezing nasal_obstruction rhinorrhea skin_rash none,275,1,,,
277,1,Family History,Does anyone in your family have been diagnosed with smell or / and taste dysfunction?,Family_History symptoms,,1,single choice,Yes,,,,,,,,,,,
277,1,Family History,Does anyone in your family have been diagnosed with smell or / and taste dysfunction?,Family_History symptoms,,2,single choice,No,,,,,,,,,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,1,multiple choice,Aunt,aunt,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,2,multiple choice,Brother,brother,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,3,multiple choice,Daughter,daugther,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,4,multiple choice,Father,father,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,5,multiple choice,Maternal grandfather,maternal_grandfather,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,6,multiple choice,Maternal grandmother,maternal_grandmother,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,7,multiple choice,Mother,mother,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,8,multiple choice,Nephew,nephew,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,9,multiple choice,Niece,niece,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,10,multiple choice,Oncle,oncle,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,11,multiple choice,Paternal grandfather,paternal_grandfather,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,12,multiple choice,Paternal grandmother,paternal_grandmother,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,13,multiple choice,Sister,sister,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,14,multiple choice,Son,son,range,,1 150,,,277,1,,,
278,1,Family History,How are you related to this / these family member(s) with smell or / and taste dysfunction ? How many of them are affected? ,number_of_family_members  symptoms,,15,multiple choice,Other,other,range,,1 150,,,277,1,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,1,multiple choice,Alzheimers Disease,alzheimers_disease,range,,1 150,,,,,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,2,multiple choice,Bardet-Biedl syndrome,Bardet-Biedl_syndrome,range,,1 150,,,,,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,3,multiple choice,Congenital anosmia ,Isolated_congenital_anosmia,range,,1 150,,,,,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,4,multiple choice,Kallmann syndrome,kallmann_syndrome,range,,1 150,,,,,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,5,multiple choice,Kartagener syndrome,kartagener_syndrome,range,,1 150,,,,,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,6,multiple choice,Parkinsons Disease,parkinsons_disease,range,,1 150,,,,,,,
279,1,Family History,Does anyone of your relatives suffer from any of the following (check all that apply)? If yes - how many relatives? ,Family_History diagnosis_name,,7,multiple choice,None,none,range,,1 150,,,,,,,
280,2,Family History,Is there any other condition that may have caused smell or taste loss among relatives? Please describe what is the condition? ,Family_History,other,1,,Please describe it here (if yo do not know or none please enter 0): ,,text,,,,,,,,,
281,1,Other symptoms,We would like to ask you questions about signs that might be linked to your smell and taste issues. Do you have a lack of appetite?,,review_of_systems loss_of_appetite,1,single choice,Yes,,,,,,,,,,,
281,1,Other symptoms,We would like to ask you questions about signs that might be linked to your smell and taste issues. Do you have a lack of appetite?,,review_of_systems loss_of_appetite,2,single choice,No,,,,,,,,,,,
282,2,Other symptoms,Do you feel tired or have a lack of energy despite resting well?,,review_of_systems Asthenia,1,single choice,Yes,,,,,,,,,,,
282,2,Other symptoms,Do you feel tired or have a lack of energy despite resting well?,,review_of_systems Asthenia,2,single choice,No,,,,,,,,,,,
283,3,Other symptoms,Do you currently have fever? ,,review_of_systems fever,1,single choice,Yes,,,,,,,,,,,
283,3,Other symptoms,Do you currently have fever? ,,review_of_systems fever,2,single choice,No,,,,,,,,,,,
284,4,Other symptoms,Did you gain weight since the onset of your smell or / and taste issues?,,review_of_systems weight_gain,1,single choice,Yes,,,,,,,,,,,
284,4,Other symptoms,Did you gain weight since the onset of your smell or / and taste issues?,,review_of_systems weight_gain,2,single choice,No,,,,,,,,,,,
285,5,Other symptoms,Did you lose weight since the onset of your smell or / and taste issues?,,review_of_systems weight_loss,1,single choice,Yes,,,,,,,,,,,
285,5,Other symptoms,Did you lose weight since the onset of your smell or / and taste issues?,,review_of_systems weight_loss,2,single choice,No,,,,,,,,,,,
286,6,Other symptoms,Do you have any trouble falling or staying asleep?,,review_of_systems sleep_disturbance,1,single choice,Yes,,,,,,,,,,,
286,6,Other symptoms,Do you have any trouble falling or staying asleep?,,review_of_systems sleep_disturbance,2,single choice,No,,,,,,,,,,,
287,7,Other symptoms,Do you have issues with your eyes or vision ?,,review_of_systems dysfunction ophtalmology,1,single choice,Yes,,,,,,,,,,,
287,7,Other symptoms,Do you have issues with your eyes or vision ?,,review_of_systems dysfunction ophtalmology,2,single choice,No,,,,,,,,,,,
288,1,Other symptoms,Do you experience eye dryness? ,,review_of_systems xerophtalmia,1,single choice,Yes,,,,,,,287,1,,,
288,1,Other symptoms,Do you experience eye dryness? ,,review_of_systems xerophtalmia,2,single choice,No,,,,,,,287,1,,,
289,1,Other symptoms,or eye itchiness?,,review_of_systems prurit eye,1,single choice,Yes,,,,,,,287,1,,,
289,1,Other symptoms,or eye itchiness?,,review_of_systems prurit eye,2,single choice,No,,,,,,,287,1,,,
290,1,Other symptoms,or eye discharge?,,review_of_systems discharge eye,1,single choice,Yes,,,,,,,287,1,,,
290,1,Other symptoms,or eye discharge?,,review_of_systems discharge eye,2,single choice,No,,,,,,,287,1,,,
291,1,Other symptoms,Excessive tearing?,,review_of_systems epiphora,1,single choice,Yes,,,,,,,287,1,,,
291,1,Other symptoms,Excessive tearing?,,review_of_systems epiphora,2,single choice,No,,,,,,,287,1,,,
292,1,Other symptoms,Redness of the eyes?,,review_of_systems erythema eye,1,single choice,Yes,,,,,,,287,1,,,
292,1,Other symptoms,Redness of the eyes?,,review_of_systems erythema eye,2,single choice,No,,,,,,,287,1,,,
293,1,Other symptoms,Diminished visual acuity?,,review_of_systems dysfunction vision,1,single choice,Yes,,,,,,,287,1,,,
293,1,Other symptoms,Diminished visual acuity?,,review_of_systems dysfunction vision,2,single choice,No,,,,,,,287,1,,,
294,1,Other symptoms,Double vision?,,review_of_systems diplopia,1,single choice,Yes,,,,,,,287,1,,,
294,1,Other symptoms,Double vision?,,review_of_systems diplopia,2,single choice,No,,,,,,,287,1,,,
295,1,Other symptoms,Blind spot in the periphery of your visual field?,,review_of_systems blind_spots_in_peripheral_vision,1,single choice,Yes,,,,,,,287,1,,,
295,1,Other symptoms,Blind spot in the periphery of your visual field?,,review_of_systems blind_spots_in_peripheral_vision,2,single choice,No,,,,,,,287,1,,,
296,1,Other symptoms,Blurry spot at the center of your visual field?,,review_of_systems blurred_central_vision,1,single choice,Yes,,,,,,,287,1,,,
296,1,Other symptoms,Blurry spot at the center of your visual field?,,review_of_systems blurred_central_vision,2,single choice,No,,,,,,,287,1,,,
297,1,Other symptoms,Decreased ability to see in the dark?,,review_of_systems night_vision_dysfunction,1,single choice,Yes,,,,,,,287,1,,,
297,1,Other symptoms,Decreased ability to see in the dark?,,review_of_systems night_vision_dysfunction,2,single choice,No,,,,,,,287,1,,,
298,1,Other symptoms,Can you only see clearly if the object is in the center of your field of view?,,review_of_systems blind_spots_in_peripheral_vision,1,single choice,Yes,,,,,,,287,1,,,
298,1,Other symptoms,Can you only see clearly if the object is in the center of your field of view?,,review_of_systems blind_spots_in_peripheral_vision,2,single choice,No,,,,,,,287,1,,,
299,8,Other symptoms,Do you have issues with your mood or memory or concentration or planning things or taking care of your finance or talking or finding your way home?,,review_of_systems cognitive_impairment Depression,1,single choice,Yes,,,,,,,,,,,
299,8,Other symptoms,Do you have issues with your mood or memory or concentration or planning things or taking care of your finance or talking or finding your way home?,,review_of_systems cognitive_impairment Depression,2,single choice,No,,,,,,,,,,,
300,1,Other symptoms,During the past month - have you often been bothered by feeling down depressed or hopeless?,,review_of_systems feeling_down_depressed_or_hopeless,1,single choice,Yes,,,,,,,299,1,,,
300,1,Other symptoms,During the past month - have you often been bothered by feeling down depressed or hopeless?,,review_of_systems feeling_down_depressed_or_hopeless,2,single choice,No,,,,,,,299,1,,,
301,1,Other symptoms,During the past month - have you often been bothered by little interest or pleasure in doing things?,,review_of_systems feeling_little_or_no_pleasure_in_doing_things,1,single choice,Yes,,,,,,,299,1,,,
301,1,Other symptoms,During the past month - have you often been bothered by little interest or pleasure in doing things?,,review_of_systems feeling_little_or_no_pleasure_in_doing_things,2,single choice,No,,,,,,,299,1,,,
302,1,Other symptoms,Do you feel that your emotions are fading away? ,,review_of_systems Emotional_Fading,1,single choice,Yes,,,,,,,299,1,,,
302,1,Other symptoms,Do you feel that your emotions are fading away? ,,review_of_systems Emotional_Fading,2,single choice,No,,,,,,,299,1,,,
303,1,Other symptoms,or lack of vitality? ,,review_of_systems Lack_of_Vitality,1,single choice,Yes,,,,,,,299,1,,,
303,1,Other symptoms,or lack of vitality? ,,review_of_systems Lack_of_Vitality,2,single choice,No,,,,,,,299,1,,,
304,1,Other symptoms,or misplacing object with increasing frequency?,,review_of_systems Misplacing_important_objects_with_increasing_frequency,1,single choice,Yes,,,,,,,299,1,,,
304,1,Other symptoms,or misplacing object with increasing frequency?,,review_of_systems Misplacing_important_objects_with_increasing_frequency,2,single choice,No,,,,,,,299,1,,,
305,1,Other symptoms,or problems in handling financial tasks?,,review_of_systems Problem_in_handling_financial_results_from_mathematical_challenges,1,single choice,Yes,,,,,,,299,1,,,
305,1,Other symptoms,or problems in handling financial tasks?,,review_of_systems Problem_in_handling_financial_results_from_mathematical_challenges,2,single choice,No,,,,,,,299,1,,,
306,1,Other symptoms,or problems with concentration?,,review_of_systems problem_with_concentration,1,single choice,Yes,,,,,,,299,1,,,
306,1,Other symptoms,or problems with concentration?,,review_of_systems problem_with_concentration,2,single choice,No,,,,,,,299,1,,,
307,1,Other symptoms,or problems in recalling recent events and conversations?,,review_of_systems Recent_events_and_conversations_are_increasingly_Forgotten,1,single choice,Yes,,,,,,,299,1,,,
307,1,Other symptoms,or problems in recalling recent events and conversations?,,review_of_systems Recent_events_and_conversations_are_increasingly_Forgotten,2,single choice,No,,,,,,,299,1,,,
308,1,Other symptoms,or forgetting memories from your personal history?,,review_of_systems Reduced_memory_of_personal_history,1,single choice,Yes,,,,,,,299,1,,,
308,1,Other symptoms,or forgetting memories from your personal history?,,review_of_systems Reduced_memory_of_personal_history,2,single choice,No,,,,,,,299,1,,,
309,1,Other symptoms,or feel disoriented in various places?,,review_of_systems Spatial_Disorientation,1,single choice,Yes,,,,,,,299,1,,,
309,1,Other symptoms,or feel disoriented in various places?,,review_of_systems Spatial_Disorientation,2,single choice,No,,,,,,,299,1,,,
310,1,Other symptoms,or difficulty in planning or organizing things?,,review_of_systems decrease_in_planning_or_organizational_skills,1,single choice,Yes,,,,,,,299,1,,,
310,1,Other symptoms,or difficulty in planning or organizing things?,,review_of_systems decrease_in_planning_or_organizational_skills,2,single choice,No,,,,,,,299,1,,,
311,1,Other symptoms,or problems remembering people s name or finding the right word for objects?,,review_of_systems aphasia,1,single choice,Yes,,,,,,,299,1,,,
311,1,Other symptoms,or problems remembering people s name or finding the right word for objects?,,review_of_systems aphasia,2,single choice,No,,,,,,,299,1,,,
312,9,Other symptoms,Do you have any problem with body movement (e.g. shaking or execution or walking ) ?,,review_of_systems body_movement dysfunction,1,single choice,Yes,,,,,,,,,,,
312,9,Other symptoms,Do you have any problem with body movement (e.g. shaking or execution or walking ) ?,,review_of_systems body_movement dysfunction,2,single choice,No,,,,,,,,,,,
313,1,Other symptoms,Do you experience difficulty in relaxing your muscles (rigidity)? ,,review_of_systems rigidity,1,single choice,Yes,,,,,,,312,1,,,
313,1,Other symptoms,Do you experience difficulty in relaxing your muscles (rigidity)? ,,review_of_systems rigidity,2,single choice,No,,,,,,,312,1,,,
314,1,Other symptoms,Do you execute your movement slower than in the past or experience reduction of spontaneous movement or facial expressivity? ,,review_of_systems bradykinesia,1,single choice,Yes,,,,,,,312,1,,,
314,1,Other symptoms,Do you execute your movement slower than in the past or experience reduction of spontaneous movement or facial expressivity? ,,review_of_systems bradykinesia,2,single choice,No,,,,,,,312,1,,,
315,1,Other symptoms,Have you experienced involuntary shaking  (e.g. hand / arm / leg ) that gets better upon movement of that body part? ,,review_of_systems resting_tremor,1,single choice,Yes,,,,,,,312,1,,,
315,1,Other symptoms,Have you experienced involuntary shaking  (e.g. hand / arm / leg ) that gets better upon movement of that body part? ,,review_of_systems resting_tremor,2,single choice,No,,,,,,,312,1,,,
316,1,Other symptoms,Do you feel unstable when standing upright?,,review_of_systems postural_instability,1,single choice,Yes,,,,,,,312,1,,,
316,1,Other symptoms,Do you feel unstable when standing upright?,,review_of_systems postural_instability,2,single choice,No,,,,,,,312,1,,,
317,1,Other symptoms,Do you often fall?,,review_of_systems fall,1,single choice,Yes,,,,,,,312,1,,,
317,1,Other symptoms,Do you often fall?,,review_of_systems fall,2,single choice,No,,,,,,,312,1,,,
318,10,Other symptoms,Do you have any lung issue (e.g. shortness of breath or cough or sputum or chest pain) ?,,review_of_systems respiratory dysfunction,1,single choice,Yes,,,,,,,,,,,
318,10,Other symptoms,Do you have any lung issue (e.g. shortness of breath or cough or sputum or chest pain) ?,,review_of_systems respiratory dysfunction,2,single choice,No,,,,,,,,,,,
319,1,Other symptoms,Are you experiencing shortness of breath?,,review_of_systems dyspnea,1,single choice,Yes,,,,,,,318,1,,,
319,1,Other symptoms,Are you experiencing shortness of breath?,,review_of_systems dyspnea,2,single choice,No,,,,,,,318,1,,,
320,1,Other symptoms,Is it accompanied by a wheezing sound?,,review_of_systems dyspnea wheezing,1,single choice,Yes,,,,,,,318,1,,,
320,1,Other symptoms,Is it accompanied by a wheezing sound?,,review_of_systems dyspnea wheezing,2,single choice,No,,,,,,,318,1,,,
321,1,Other symptoms,or cough?,,review_of_systems cough,1,single choice,Yes,,,,,,,318,1,,,
321,1,Other symptoms,or cough?,,review_of_systems cough,2,single choice,No,,,,,,,318,1,,,
322,1,Other symptoms,Do you produce mucus or coughed-up material from the lungs or throat?,,review_of_systems sputum,1,single choice,Yes,,,,,,,318,1,,,
322,1,Other symptoms,Do you produce mucus or coughed-up material from the lungs or throat?,,review_of_systems sputum,2,single choice,No,,,,,,,318,1,,,
323,1,Other symptoms,What color is the material? ,characteristic,review_of_systems sputum,1,multiple choice,bloody (red),bloody,,,,,,318,1,,,
323,1,Other symptoms,What color is the material? ,characteristic,review_of_systems sputum,2,multiple choice,watery (clear),watery,,,,,,318,1,,,
323,1,Other symptoms,What color is the material? ,characteristic,review_of_systems sputum,3,multiple choice,purulent (yellowish),purulent,,,,,,318,1,,,
323,1,Other symptoms,What color is the material? ,characteristic,review_of_systems sputum,4,multiple choice,Foul smelling,foul_smelling,,,,,,318,1,,,
323,1,Other symptoms,What color is the material? ,characteristic,review_of_systems sputum,5,multiple choice,Do not know ,do_not_know,,,,,,318,1,,,
323,1,Other symptoms,What color is the material? ,characteristic,review_of_systems sputum,6,multiple choice,Other,other,,,,,,318,1,,,
324,1,Other symptoms,Are you experiencing chest pain?,,review_of_systems pain chest,1,single choice,Yes,,,,,,,318,1,,,
324,1,Other symptoms,Are you experiencing chest pain?,,review_of_systems pain chest,2,single choice,No,,,,,,,318,1,,,
325,1,Other symptoms,Is it worse when you take a deep breath?,,review_of_systems pain chest deep_breath,1,single choice,Yes,,,,,,,324,1,,,
