Question ID,Question Order,Section,Question,Question Ontology - class and subclass,Question Ontology - individual,Answer ID,Answer Type (single choice multiple choice choice) select column,Answer,Answer Ontology individual,data type,range,choice,choice ontology,Parent Question,Parent Answer,required,PHI ,Picture
329,1,Review of systems,problems in handling financial tasks ?,,review_of_systems Problem_in_handling_financial_results_from_mathematical_challenges,1,single choice,yes,,,,,,,,,,
329,1,Review of systems,problems in handling financial tasks?,,review_of_systems Problem_in_handling_financial_results_from_mathematical_challenges,2,single choice,no,,,,,,,,,,
330,1,Review of systems,problems with concentration?,,review_of_systems problem_with_concentration,1,single choice,yes,,,,,,,,,,
330,1,Review of systems,problems with concentration?,,review_of_systems problem_with_concentration,2,single choice,no,,,,,,,,,,
331,1,Review of systems,problems in recalling recent events and conversations?,,review_of_systems Recent_events_and_conversations_are_increasingly_Forgotten,1,single choice,yes,,,,,,,,,,
331,1,Review of systems,problems in recalling recent events and conversations?,,review_of_systems Recent_events_and_conversations_are_increasingly_Forgotten,2,single choice,no,,,,,,,,,,
332,1,Review of systems,forgetting memories from your personal history?,,review_of_systems Reduced_memory_of_personal_history,1,single choice,yes,,,,,,,,,,
332,1,Review of systems,forgetting memories from your personal history?,,review_of_systems Reduced_memory_of_personal_history,2,single choice,no,,,,,,,,,,
333,1,Review of systems,feel disoriented in various places?,,review_of_systems Spatial_Disorientation,1,single choice,yes,,,,,,,,,,
333,1,Review of systems,feel disoriented in various places?,,review_of_systems Spatial_Disorientation,2,single choice,no,,,,,,,,,,
334,1,Review of systems,.difficulty in planning or organizing things?,,review_of_systems decrease_in_planning_or_organizational_skills,1,single choice,yes,,,,,,,,,,
334,1,Review of systems,.difficulty in planning or organizing things?,,review_of_systems decrease_in_planning_or_organizational_skills,2,single choice,no,,,,,,,,,,
335,1,Review of systems,Problems remembering peoples name or finding the right word for objects?,,review_of_systems aphasia,1,single choice,yes,,,,,,,,,,
335,1,Review of systems,Problems remembering peoples name or finding the right word for objects?,,review_of_systems aphasia,2,single choice,no,,,,,,,,,,
336,9,Review of systems,Do you have any problem with body movement (e.g. shaking or execution or walking ) ?,,review_of_systems body_movement dysfunction,1,single choice,yes,,,,,,,,,,
336,9,Review of systems,Do you have any problem with body movement (e.g. shaking or execution or walking ) ?,,review_of_systems body_movement dysfunction,2,single choice,no,,,,,,,,,,
337,1,Review of systems,Do you execute your movement slower than before or experienced difficulty in relaxing your muscles (rigidity)? ,,review_of_systems rigidity,1,single choice,yes,,,,,,336,1,,,
337,1,Review of systems,Do you execute your movement slower than before or experienced difficulty in relaxing your muscles (rigidity)? ,,review_of_systems rigidity,2,single choice,no,,,,,,336,1,,,
338,1,Review of systems,Do you execute your movement slower than before or experienced reduction of spontaneous movement or facial expressivity? ,,review_of_systems bradykinesia,1,single choice,yes,,,,,,336,1,,,
338,1,Review of systems,Do you execute your movement slower than before or experienced reduction of spontaneous movement or facial expressivity? ,,review_of_systems bradykinesia,2,single choice,no,,,,,,336,1,,,
339,1,Review of systems,Have you experienced involuntary shaking  (e.g. hand / arm / leg ) that gets better with movement of that body part? ,,review_of_systems resting_tremor,1,single choice,yes,,,,,,336,1,,,
339,1,Review of systems,Have you experienced involuntary shaking  (e.g. hand / arm / leg ) that gets better with movement of that body part? ,,review_of_systems resting_tremor,2,single choice,no,,,,,,336,1,,,
340,1,Review of systems,Do you feel unstable when standing upright?,,review_of_systems postural_instability,1,single choice,yes,,,,,,336,1,,,
340,1,Review of systems,Do you feel unstable when standing upright?,,review_of_systems postural_instability,2,single choice,no,,,,,,336,1,,,
341,1,Review of systems,Do you often fall?,,review_of_systems fall,1,single choice,yes,,,,,,336,1,,,
341,1,Review of systems,Do you often fall?,,review_of_systems fall,2,single choice,no,,,,,,336,1,,,
342,10,Review of systems,Do you have any lung issue (e.g. shortness of breath or cough or sputum or chest pain) ?,,review_of_systems respiratory dysfunction,1,single choice,yes,,,,,,,,,,
342,10,Review of systems,Do you have any lung issue (e.g. shortness of breath or cough or sputum or chest pain) ?,,review_of_systems respiratory dysfunction,2,single choice,no,,,,,,,,,,
343,1,Review of systems,Are you experiencing shortness of breath?,,review_of_systems dyspnea,1,single choice,yes,,,,,,342,1,,,
343,1,Review of systems,Are you experiencing shortness of breath?,,review_of_systems dyspnea,2,single choice,no,,,,,,342,1,,,
344,1,Review of systems,Is it accompanied by a wheezing sound?,,review_of_systems dyspnea wheezing,1,single choice,yes,,,,,,342,1,,,
344,1,Review of systems,Is it accompanied by a wheezing sound?,,review_of_systems dyspnea wheezing,2,single choice,no,,,,,,342,1,,,
345,1,Review of systems,or cough?,,review_of_systems cough,1,single choice,yes,,,,,,342,1,,,
345,1,Review of systems,or cough?,,review_of_systems cough,2,single choice,no,,,,,,342,1,,,
346,1,Review of systems,Do you produce mucus or coughed-up material from the lungs or throat?,,review_of_systems sputum,1,single choice,yes,,,,,,342,1,,,
346,1,Review of systems,Do you produce mucus or coughed-up material from the lungs or throat?,,review_of_systems sputum,2,single choice,no,,,,,,342,1,,,
347,1,Review of systems,What color is the material? ,characteristic,review_of_systems sputum,1,multiple choice,bloody (red),bloody,,,,,342,1,,,
347,1,Review of systems,What color is the material? ,characteristic,review_of_systems sputum,2,multiple choice,watery (clear),watery,,,,,342,1,,,
348,1,Review of systems,What color is the material? ,characteristic,review_of_systems sputum,3,multiple choice,purulent (yellowish),purulent,,,,,342,1,,,
348,1,Review of systems,What color is the material? ,characteristic,review_of_systems sputum,4,multiple choice,foul smelling,foul_smelling,,,,,342,1,,,
349,1,Review of systems,What color is the material? ,characteristic,review_of_systems sputum,5,multiple choice,Do not know ,do_not_know,,,,,342,1,,,
349,1,Review of systems,What color is the material? ,characteristic,review_of_systems sputum,6,multiple choice,other,other,,,,,342,1,,,
350,1,Review of systems,Are you experiencing chest pain?,,review_of_systems pain chest,1,single choice,yes,,,,,,342,1,,,
350,1,Review of systems,Are you experiencing chest pain?,,review_of_systems pain chest,2,single choice,no,,,,,,342,1,,,
351,1,Review of systems,Is it worse when you take a deep breath?,,review_of_systems pain chest deep_breath,1,single choice,yes,,,,,,342,1,,,
351,1,Review of systems,Is it worse when you take a deep breath?,,review_of_systems pain chest deep_breath,2,single choice,no,,,,,,342,1,,,
352,11,Review of systems,Are you experiencing loss of consciousness when you stand up quickly? ,,review_of_systems orthostatic_hypotension,1,single choice,yes,,,,,,,,,,
352,11,Review of systems,Are you experiencing loss of consciousness when you stand up quickly? ,,review_of_systems orthostatic_hypotension,2,single choice,no,,,,,,,,,,
353,12,Review of systems,Do you experience heartburn?,,review_of_systems Gastroesophageal_Reflux_Disease,1,single choice,yes,,,,,,,,,,
353,12,Review of systems,Do you experience heartburn?,,review_of_systems Gastroesophageal_Reflux_Disease,2,single choice,no,,,,,,,,,,
354,13,Review of systems,Do you experience nausea or regurgitation or stomach discomfort? ,,review_of_systems gastroparesis,1,single choice,yes,,,,,,,,,,
354,13,Review of systems,Do you experience nausea or regurgitation or stomach discomfort? ,,review_of_systems gastroparesis,2,single choice,no,,,,,,,,,,
355,14,Review of systems,Do you suffer from constipation - that is - difficulty passing stool? ,,review_of_systems constipation,1,single choice,yes,,,,,,,,,,
355,14,Review of systems,Do you suffer from constipation - that is - difficulty passing stool? ,,review_of_systems constipation,2,single choice,no,,,,,,,,,,
356,15,Review of systems,Have you any trouble delaying urination which result in urine leakage?,,review_of_systems urinary_incontinence,1,single choice,yes,,,,,,,,,,
356,15,Review of systems,Have you any trouble delaying urination which result in urine leakage?,,review_of_systems urinary_incontinence,2,single choice,no,,,,,,,,,,
357,16,Review of systems,Do you experience the need to urinate extremely frequently?,,review_of_systems frequenturia,1,single choice,yes,,,,,,,,,,
357,16,Review of systems,Do you experience the need to urinate extremely frequently?,,review_of_systems frequenturia,2,single choice,no,,,,,,,,,,
358,17,Review of systems,Do you experience sexual dysfunction (e.g. erection dysfunction - ejaculation problems - difficulties achieving orgasm),,review_of_systems sexual_dysfunction,1,single choice,yes,,,,,,,,,,
358,17,Review of systems,Do you experience sexual dysfunction (e.g. erection dysfunction - ejaculation problems - difficulties achieving orgasm),,review_of_systems sexual_dysfunction,2,single choice,no,,,,,,,,,,
359,1,Social history - Exposure chemicals,Were you involved in the production of or exposed to acid compounds or other chemicals?,,chemist acid_production,1,single choice,yes,,,,,,,,,,
359,1,Social history - Exposure chemicals,Were you involved in the production of or exposed to acid compounds or other chemicals?,,chemist acid_production,2,single choice,no,,,,,,,,,,
360,2,Social history - Exposure chemicals,Did you work with asphalt or have you been near any site involving asphalt manufacturing? ,,asphalt_manufacturing,1,single choice,yes,,,,,,,,,,
360,2,Social history - Exposure chemicals,Did you work with asphalt or have you been near any site involving asphalt manufacturing? ,,asphalt_manufacturing,2,single choice,no,,,,,,,,,,
361,3,Social history - Exposure chemicals,Did you work with wood (e.g. tanning or carpenting) or have you been near any site involving woodworking? ,,charpenter tanning woodworker,1,single choice,yes,,,,,,,,,,
361,3,Social history - Exposure chemicals,Did you work with wood (e.g. tanning or carpenting) or have you been near any site involving woodworking? ,,charpenter tanning woodworker,2,single choice,no,,,,,,,,,,
362,4,Social history - Exposure chemicals,Were you involved in machining or metal working or have you been exposed to coolant or lubricant designed for machining processes?,,metal_factory cutting_oils,1,single choice,yes,,,,,,,,,,
362,4,Social history - Exposure chemicals,Were you involved in machining or metal working or have you been exposed to coolant or lubricant designed for machining processes?,,metal_factory cutting_oils,2,single choice,no,,,,,,,,,,
363,5,Social history - Exposure chemicals,Were you producing/manufacturing any of the following: fragrances - spice - tabacco - steel - metal - ship - rubber - plastic - thermometer - magnet or battery ? ,,fragrance_manufacturing spice_manufacturing tabacco_production Steel_production naval_factory rubber_vulcanization thermometer_factory magnet_production battery_factory,1,single choice,yes,,,,,,,,,,
363,5,Social history - Exposure chemicals,Were you producing/manufacturing any of the following: fragrances - spice - tabacco - steel - metal - ship - rubber - plastic - thermometer - magnet or battery ? ,,fragrance_manufacturing spice_manufacturing tabacco_production Steel_production naval_factory rubber_vulcanization thermometer_factory magnet_production battery_factory,2,single choice,no,,,,,,,,,,
364,6,Social history - Exposure chemicals,Prior to your smell/taste issues were you exposed to paints or solvents (e.g. paint thinners) ?,,Painter,1,single choice,yes,,,,,,,,,,
364,6,Social history - Exposure chemicals,Prior to your smell/taste issues were you exposed to paints or solvents (e.g. paint thinners) ?,,Painter,2,single choice,no,,,,,,,,,,
365,7,Social history - Exposure chemicals,Glues and adhesives such as contact cement or super glues or aerosol adhesives that contain chemical solvents?,,glue_and_other_adhesives,1,single choice,yes,,,,,,,,,,
365,7,Social history - Exposure chemicals,Glues and adhesives such as contact cement or super glues or aerosol adhesives that contain chemical solvents?,,glue_and_other_adhesives,2,single choice,no,,,,,,,,,,
366,8,Social history - Exposure chemicals,Gasoline lawn mower?,,lawn_grass,1,single choice,yes,,,,,,,,,,
366,8,Social history - Exposure chemicals,Gasoline lawn mower?,,lawn_grass,2,single choice,no,,,,,,,,,,
367,9,Social history - Exposure chemicals,Chain saw or other gasoline equipment?,,utilization_of_chain_saw,1,single choice,yes,,,,,,,,,,
367,9,Social history - Exposure chemicals,Chain saw or other gasoline equipment?,,utilization_of_chain_saw,2,single choice,no,,,,,,,,,,
368,10,Social history - Exposure chemicals,Sander and/or saw?,,utilization_of_saw utilization_of_sanders,1,single choice,yes,,,,,,,,,,
368,10,Social history - Exposure chemicals,Sander and/or saw?,,utilization_of_saw utilization_of_sanders,2,single choice,no,,,,,,,,,,
369,11,Social history - Exposure chemicals,Pesticides sprayed?,,utilization_of_pesticides,1,single choice,yes,,,,,,,,,,
369,11,Social history - Exposure chemicals,Pesticides sprayed?,,utilization_of_pesticides,2,single choice,no,,,,,,,,,,
370,12,Social history - Exposure chemicals,Did you use or were you near somebody else who used cleaning solutions (including household cleaners and chemicals)? ,,utlization_of_cleaning_solutions,1,single choice,yes,,,,,,,,,,
370,12,Social history - Exposure chemicals,Did you use or were you near somebody else who used cleaning solutions (including household cleaners and chemicals)? ,,utlization_of_cleaning_solutions,2,single choice,no,,,,,,,,,,
371,13,Social history - Exposure chemicals,Gardening?,,gardner,1,single choice,yes,,,,,,,,,,
371,13,Social history - Exposure chemicals,Gardening?,,gardner,2,single choice,no,,,,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,1,multiple choice,Asbestos ,asbestos,range,0-100,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,2,multiple choice,Chemicals/Acids/Solvents ,chemicals,range,0-100,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,3,multiple choice,Coal or Stone Dusts,stone_dust,range,0-100,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,4,multiple choice,Asphalt ,asphalt,range,0-100,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,5,multiple choice,Engine Exhaust ,engine_exhaust,range,0-100,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,6,multiple choice,Dyes ,dyes,range,0-100,,,,,,,
372,1,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,7,multiple choice,Formaldehyde ,formaldehyde,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,9,multiple choice,Pesticides/Herbicides ,herbicides pesticides,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,10,multiple choice,Textile process dusts ,textile_dust,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,11,multiple choice,Wood Dust ,wood_dust,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,12,multiple choice,X-rays/Radioactive Materials,radioactive_compounds,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,13,multiple choice,Acetaldehyde,acetaldehyde,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,14,multiple choice,Acetic acid,acetic_acid,range,0-100,,,,,,,
373,2,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,15,multiple choice,Acetophenone,acetophenone,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,16,multiple choice,Alum,alum,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,17,multiple choice,Ammonia,ammonia,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,18,multiple choice,Arsenic,arsenic,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,19,multiple choice,Arsenite,arsenite,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,20,multiple choice,Benzene,benzene,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,21,multiple choice,Butyl acetate,butyl_acetate,range,0-100,,,,,,,
374,3,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,22,multiple choice,Cadmium ,cadmium,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,23,multiple choice,Carbon disulfide,carbon_disulfide,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,24,multiple choice,Carbon monoxide,carbon_monoxide,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,25,multiple choice,Cement,Cement,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,26,multiple choice,Chlorine,chlorine,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,27,multiple choice,Chloroform,chloroform,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,28,multiple choice,Chlorometanes,chlorometanes,range,0-100,,,,,,,
375,4,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,29,multiple choice,Chromium,chromium,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,30,multiple choice,Copper,copper,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,31,multiple choice,Cyanide,cyanide,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,32,multiple choice,Dichromates,Dichromates,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,33,multiple choice,Dioxide,dioxide,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,34,multiple choice,Ethyl acetate,ethyl_acetate,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,35,multiple choice,Fluorides,fluorides,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,37,multiple choice,Hardwoods,hardwoods,range,0-100,,,,,,,
376,5,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,38,multiple choice,Hydrogen,hydrogen,range,0-100,,,,,,,
377,6,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,39,multiple choice,Lead,lead,range,0-100,,,,,,,
377,6,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,40,multiple choice,Manganese,manganese,range,0-100,,,,,,,
377,6,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,41,multiple choice,Nickel,nickel,range,0-100,,,,,,,
377,6,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,42,multiple choice,Nitrate,nitrate,range,0-100,,,,,,,
377,6,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,43,multiple choice,Nitric acid,nitric_acid,range,0-100,,,,,,,
377,6,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,44,multiple choice,Potash,potash,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,45,multiple choice,Selenium dioxide,selenium_dioxide,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,46,multiple choice,Silicon,silicon,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,47,multiple choice,Silver,silver,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,48,multiple choice,Tin ,tin,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,49,multiple choice,Trichloroethane,trichloroethane,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,50,multiple choice,Trichloroethylene,trichloroethylene,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,51,multiple choice,Wax,wax,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,52,multiple choice,Zinc,zinc,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,53,multiple choice,Do not know ,do_not_know,range,0-100,,,,,,,
378,7,Social history - Exposure at work and in daily life,In your work or daily life - are (were) you regularly exposed to any of the following? If  yes indicate the number of years exposed (from 0 to 100).,toxic_agent_names,,54,multiple choice,none,none,,,,,,,,,
379,8,Social history - Exposure at work and in daily life,What is your profesisonal occupation? ,profession_or_activity,other,1,,Type here:,,text,,,,,,,,
380,1,Social history - Tabacco,Have you smoked at least 100 cigarettes in your entire life? (100 Cigarettes = approximately 5 packs) ,cigarette_quantity ,entire_life,1,single choice,yes,,,,,,,,,,
380,1,Social history - Tabacco,Have you smoked at least 100 cigarettes in your entire life? (100 Cigarettes = approximately 5 packs) , cigarette_quantity ,entire_life,2,single choice,no,never_smoker,,,,,,,,,
381,1,Social history - Tabacco,Do you now smoke cigarettes : ,smoking_status,,1,multiple choice,Every day,every_day_smoker,,,,,380,1,,,
381,1,Social history - Tabacco,Do you now smoke cigarettes : ,smoking_status,,2,multiple choice,Some days,Some_day_smoker,,,,,380,1,,,
381,1,Social history - Tabacco,Do you now smoke cigarettes : ,smoking_status,,3,multiple choice,not at all,former_smoker,,,,,380,1,,,
381,1,Social history - Tabacco,Do you now smoke cigarettes : ,smoking_status,,4,multiple choice,Do not know ,do_not_know,,,,,380,1,,,
382,1,Social history - Tabacco,Have you EVER smoked cigarettes EVERY DAY for at least 6 months? ,cigarette_quantity,Some_day_smoker,1,single choice,yes,,,,,,381,2,,,
382,1,Social history - Tabacco,Have you EVER smoked cigarettes EVERY DAY for at least 6 months? ,cigarette_quantity,Some_day_smoker ,2,single choice,no,,,,,,381,2,,,
383,1,Social history - Tabacco,On how many of the past 30 days did you smoke cigarettes? ,cigarette_quantity,Some_day_smoker month,1,,,,range,0-1000,,,381,2,,,
383,1,Social history - Tabacco,On the average - on those days - how many cigarettes did you usually smoke each day? ,cigarette_quantity,Some_day_smoker day,1,,,,range,0-1000,,,381,2,,,
384,1,Social history - Tabacco,Have you EVER smoked cigarettes EVERY DAY for at least 6 months? ,cigarette_quantity,former_smoker ,1,single choice,yes,,,,,,381,3,,,
384,1,Social history - Tabacco,Have you EVER smoked cigarettes EVERY DAY for at least 6 months? ,cigarette_quantity,former_smoker ,2,single choice,no,,,,,,381,3,,,
385,1,Social history - Tabacco,When you last smoked every day - on average how many cigarettes did you smoke each day? ,cigarette_quantity,former_smoker day,1,,,,range,0-1000,,,384,1,,,
386,1,Social history - Tabacco,On the average about how many cigarettes do you now smoke each day? ,cigarette_quantity,every_day_smoker day,1,,,,range,0-1000,,,381,1,,,
387,1,Social history - Tabacco,and for how many years? ,cigarette_quantity Duration,every_day_smoker,1,,,,range,0-1000,,,381,1,,,
388,1,Social history - Alcohol ,Have you ever drank alcohol? ,alcohol_use,entire_life,1,single choice,yes,,,,,,,,,,
388,1,Social history - Alcohol ,Have you ever drank alcohol? ,alcohol_use,entire_life,2,single choice,no,,,,,,,,,,
389,1,Social history - Alcohol ,About how old were you when you first started drinking - not counting small tastes or sips of alcohol? ,age,first_drink,1,,,,range,0-150,,,388,1,,,
390,1,Social history - Alcohol ,Have you ever drink alcohol regularly - that is - drinking at least once a month for 6 months or more? ,,regular_drinking,1,single choice,yes,,,,,,388,1,,,
390,1,Social history - Alcohol ,Have you ever drink alcohol regularly - that is - drinking at least once a month for 6 months or more? ,,regular_drinking,2,single choice,no,,,,,,388,1,,,
391,1,Social history - Alcohol ,At what age did you begin to drink regularly?,age,regular_drinking,1,,,,range,0-150,,,390,1,,,
392,1,Social history - Alcohol ,Have you ever been drunk - that is - your speech was slurred or you were unsteady on your feet? ,,drunk,1,single choice,yes,,,,,,388,1,,,
392,1,Social history - Alcohol ,Have you ever been drunk - that is - your speech was slurred or you were unsteady on your feet? ,,drunk,2,single choice,no,,,,,,388,1,,,
393,1,Social history - Alcohol ,How old were you the first time you got drunk?,age,drunk,1,,,,range,0-150,,,392,1,,,
394,1,Social history - Alcohol ,In your lifetime - what is the largest number of drinks you have ever had in a 24-hour period (including all types of alcohol)? ,alcohol_quantity,entire_life day,1,multiple choice,3 drinks or fewer,,,,,,388,1,,,
